,Date Announced,Detected State,Num Cases
2372,30/04/2020,Kerala,16.0
2373,30/04/2020,Madhya Pradesh,93.0
2374,30/04/2020,Maharashtra,790.0
2375,30/04/2020,Odisha,20.0
2376,30/04/2020,Punjab,109.0
2377,30/04/2020,Rajasthan,226.0
2378,30/04/2020,Tamil Nadu,209.0
2379,30/04/2020,Telangana,58.0
2380,30/04/2020,Tripura,1.0
2381,30/04/2020,Uttar Pradesh,119.0
2382,30/04/2020,Uttarakhand,10.0
2383,30/04/2020,West Bengal,49.0
2384,30/05/2020,Andhra Pradesh,186.0
2385,30/05/2020,Arunachal Pradesh,1.0
2386,30/05/2020,Assam,197.0
2387,30/05/2020,Bihar,314.0
2388,30/05/2020,Chandigarh,10.0
2389,30/05/2020,Chhattisgarh,34.0
2390,30/05/2020,Delhi,1410.0
2391,30/05/2020,Goa,2.0
2392,30/05/2020,Gujarat,1060.0
2393,30/05/2020,Haryana,234.0
2394,30/05/2020,Himachal Pradesh,42.0
2395,30/05/2020,Jammu and Kashmir,210.0
2396,30/05/2020,Jharkhand,113.0
2397,30/05/2020,Karnataka,245.0
2398,30/05/2020,Kerala,69.0
2399,30/05/2020,Ladakh,3.0
2400,30/05/2020,Madhya Pradesh,430.0
2401,30/05/2020,Maharashtra,4123.0
2402,30/05/2020,Manipur,1.0
2403,30/05/2020,Nagaland,11.0
2404,30/05/2020,Odisha,169.0
2405,30/05/2020,Punjab,56.0
2406,30/05/2020,Rajasthan,756.0
2407,30/05/2020,State Unassigned,370.0
2408,30/05/2020,Tamil Nadu,1631.0
2409,30/05/2020,Telangana,111.0
2410,30/05/2020,Tripura,22.0
2411,30/05/2020,Uttar Pradesh,509.0
2412,30/05/2020,Uttarakhand,34.0
2413,30/05/2020,West Bengal,519.0
2414,31/03/2020,Andhra Pradesh,0.0
2415,31/03/2020,Assam,0.0
2416,31/03/2020,Bihar,0.0
2417,31/03/2020,Chandigarh,0.0
2418,31/03/2020,Chhattisgarh,0.0
2419,31/03/2020,Delhi,0.0
2420,31/03/2020,Gujarat,0.0
2421,31/03/2020,Haryana,0.0
2422,31/03/2020,Jammu and Kashmir,0.0
2423,31/03/2020,Jharkhand,0.0
2424,31/03/2020,Karnataka,0.0
2425,31/03/2020,Kerala,0.0
2426,31/03/2020,Madhya Pradesh,0.0
2427,31/03/2020,Maharashtra,0.0
2428,31/03/2020,Odisha,0.0
2429,31/03/2020,Punjab,0.0
2430,31/03/2020,Rajasthan,0.0
2431,31/03/2020,Tamil Nadu,0.0
2432,31/03/2020,Telangana,0.0
2433,31/03/2020,Uttar Pradesh,0.0
2434,31/03/2020,West Bengal,0.0
2435,31/05/2020,Andhra Pradesh,163.0
2436,31/05/2020,Assam,145.0
2437,31/05/2020,Bihar,453.0
2438,31/05/2020,Chandigarh,4.0
2439,31/05/2020,Chhattisgarh,63.0
2440,31/05/2020,Delhi,1755.0
2441,31/05/2020,Goa,3.0
2442,31/05/2020,Gujarat,1158.0
2443,31/05/2020,Haryana,245.0
2444,31/05/2020,Himachal Pradesh,27.0
2445,31/05/2020,Jammu and Kashmir,124.0
2446,31/05/2020,Jharkhand,41.0
2447,31/05/2020,Karnataka,522.0
2448,31/05/2020,Kerala,76.0
2449,31/05/2020,Ladakh,4.0
2450,31/05/2020,Madhya Pradesh,603.0
2451,31/05/2020,Maharashtra,3824.0
2452,31/05/2020,Manipur,16.0
2453,31/05/2020,Nagaland,7.0
2454,31/05/2020,Odisha,205.0
2455,31/05/2020,Puducherry,15.0
2456,31/05/2020,Punjab,51.0
2457,31/05/2020,Rajasthan,508.0
2458,31/05/2020,State Unassigned,448.0
2459,31/05/2020,Tamil Nadu,1919.0
2460,31/05/2020,Telangana,220.0
2461,31/05/2020,Tripura,46.0
2462,31/05/2020,Uttar Pradesh,570.0
2463,31/05/2020,Uttarakhand,158.0
2464,31/05/2020,West Bengal,566.0
